release_date,judul,sinopsis,genre,kata_kunci,rate,tahun
1992-01-01,Bibir Mer,Film perwakilan Indonesia untuk nominasi Academy Award kategori Film Berbahasa Asing Terbaik pada tahun 1992.,Drama, ,7.1,1992
2018-10-30,Arumi,"15 tahun setelah pembunuhan ibu dan saudara laki-lakinya, Rasty (Ardina Rasti) mengundang empat temannya ke vila orang tuanya. Kunjungan yang awalnya hanya untuk liburan, berakhir jauh dari harapan mereka. Mereka bertemu dengan seorang gadis kecil misterius bernama Lily (Rizka Maharani), yang berteman dengan sosok astral bernama Arumi (Rebecca Tamara). Lily dan Arumi mengungkap rahasia tentang apa yang sebenarnya terjadi 15 tahun yang lalu.",Horror, ,5.2,2018
2005-09-08,Dealova,"Seorang siswi SMA berada di antara dua pria muda, yang masing-masing mencintainya dengan caranya sendiri.","Drama, Romance", ,5.8,2005
2019-01-31,Tembang Lingsir,"Mala selalu menyanyikan Tembang Lingsir, lagu yang diajarkan ibunya sejak kecil. Setelah insiden kebakaran misterius yang menewaskan ibunya, Mala kehilangan suaranya. Kemudian, Mala tinggal di rumah pamannya, Gatot, dan istrinya Gladys bersama dua anak mereka, Daisy dan adik laki-lakinya, Ronald. Di rumah itu, Mbok Rahma juga mengurus kebutuhan mereka. Daisy merasa terganggu dengan kehadiran Mala, sementara Ronald merasa senang. Sejak kedatangan Mala, suasana rumah tidak lagi sama. Banyak kejadian aneh muncul. Mbok Rahma menuduh Mala sebagai penyebab semua kekacauan ini. Mala merasa ada rahasia besar di rumah ini yang membuat semua teror itu muncul. Terutama ketika dia menemukan bahwa dia memiliki saudara kembar yang belum pernah dia kenal sebelumnya.","Horror, Comedy", ,5.5,2019
2012-06-07,Soegija,"Film ini mengisahkan perjalanan hidup uskup pribumi pertama Hindia Belanda (sekarang Indonesia), Albertus Soegijapranata SJ, dari pelantikannya hingga akhir perang kemerdekaan Indonesia (1940-1949).","Drama, History","biografi, uskup, nasional, penjajah",6.6,2012
2019-04-04,Mantan Manten,"Setelah dikhianati di tempat kerja, seorang profesional keuangan menjadi asisten seorang dukun pengantin untuk menyelamatkan satu-satunya harta miliknya yang tersisa — dan kehidupan cintanya.","Drama, Romance", ,6.8,2019
1982-01-01,Perhitungan Terakhir,"Sekelompok pembunuh bayaran membunuh suami Wendy, Johan, saat bulan madu mereka. Handoko, pemimpin geng tersebut, memerintahkan pacarnya, Hany, yang sebenarnya adalah teman Windy, untuk menangkapnya. Kemudian, kita melihat Windy menjadi murid Harun, seorang ulama yang juga guru ayahnya. Setelah masa bimbingannya, Windy kembali untuk mencari pembunuh suaminya. Dia menyamar sebagai sopir taksi dan membantu polisi menangkap banyak penjahat. Hany, yang sebenarnya adalah polisi yang menyamar di geng Handoko, muncul sekali lagi. Keduanya menyusup ke markas Handoko tetapi ditangkap. Ketika akhirnya mereka berhasil melarikan diri, mereka membebaskan para tahanan Handoko.",Action, ,5.9,1982
2019-03-14,The Sacred Riana: Beginning,"Di masa kecilnya, Riana tinggal di sebuah kota kecil bersama ayah dan ibunya yang menjalankan bisnis rumah duka. Sebuah bencana memaksa mereka pindah ke rumah Paman Johan di Jakarta dan Riana bertemu dengan boneka Riani. Riana tumbuh dewasa dan suatu hari dikunjungi oleh Ibu Klara, seorang konselor-guru di sekolahnya yang ingin tahu mengapa Riana tidak masuk sekolah dan menyarankan agar Riana direhabilitasi. Bencana menimpa orang tua Riana. Ibu Klara datang lagi bersama Hendro, Lusi, dan Anggi, untuk membantu Riana bersosialisasi. Namun, kehadiran mereka memicu masalah yang lebih besar; makhluk jahat dari masa lalu dilepaskan dan meneror mereka semua.",Horror, ,4.5,2019
2012-03-29,Hi5teria,Lima cerita berbeda tentang misteri surealis yang melibatkan peristiwa supernatural dan tak dapat dijelaskan.,"Thriller, Horror, Mystery", ,5.8,2012
2007-05-31,Malam Jumat Kliwon, ,Horror, ,2.3,2007
2018-12-06,Tusuk Jelangkung Di Lubang Buaya,"Taman Lubang Buaya, yang terkenal karena suasananya yang menyeramkan, telah dipilih sebagai lokasi vlogging selanjutnya. Di luar rencana, Sisi menghilang setelah ""memanggil"" roh jahat karena menjadi terkenal di media sosial. Akankah Sisi akhirnya bisa lolos?",Horror,tusuk jelangkung,3.4,2018
2011-02-24,Rumah Tanpa Jendela,"Rara, seorang gadis kecil berusia 8 tahun yang kesepian, menginginkan jendela kecil di gubuknya yang terletak di daerah kumuh Menteng Pulo, Jakarta. Mbok, nenek Rara yang sakit-sakitan, dan ayahnya, Raga, tidak memiliki cukup uang untuk membeli jendela tersebut. Jadi, Rara dan teman-temannya mengemis di jalanan atau menyewakan payung saat hujan. Sementara itu, di kompleks perumahan mewah di Jakarta, Aldo, seorang anak laki-laki berusia 11 tahun yang sedikit terbelakang, tidak memiliki teman. Ditelantarkan oleh ayahnya yang kaya, Ratna Syahri, neneknya, Nek Aisha, adalah satu-satunya penghiburnya. Suatu hari, Aldo bertemu Rara ketika mobil yang ditumpanginya menyerempetnya. Mereka menjadi teman baik dan Rara adalah orang yang dituju Aldo ketika ia melarikan diri dari rumah setelah bertengkar dengan saudara laki-lakinya.","Drama, Family, Music, Fantasy", ,7.2,2011
2018-09-06,Udah Putusin Aja!,"Faraz (Audi Marissa). Cantik, berkerudung, saleh, anggun, tapi mengapa dia hamil? Amanda (Elyzia Mulachela) memergokinya sedang memeriksakan kehamilannya di klinik bersalin. Semua orang langsung menindas Faraz, karena Amanda mengunggah video Faraz masuk ke klinik. Faraz tetap diam menghadapi semua gosip yang menimpanya. Namun, semakin lama, semakin mengganggu. Terutama ketika gosip kehamilan membuat orang tua protes. Ibu Jasmin, kepala sekolah, tidak mengizinkan Faraz keluar, seperti ketika sahabat Amanda, Kinan, hamil. Amanda semakin kesal, karena merasa tidak adil. Ayahnya tidak mengizinkannya keluar dengan Randy. Dia bahkan dihukum untuk mengikuti Pesantren Kilat. Amanda kemudian menemukan fakta baru: Faraz sudah menikah. Amanda semakin lelah dan jengkel.",Drama, ,7.3,2018
2018-02-14,Eiffel... I'm in Love 2,"Setelah dua belas tahun menjalani hubungan jarak jauh, segalanya akan berubah bagi Tita dan Adit ketika Tita dan seluruh keluarganya pindah ke Paris.","Comedy, Drama", ,6.1,2018
2022-01-13,Dear Nathan: Thank You Salma,"Nathan dan Salma memasuki dunia aktivisme sosial. Salma memilih untuk mengekspresikan dirinya secara digital sementara Nathan memilih untuk turun ke jalan. Perbedaan ini memicu pertengkaran besar ketika Nathan terlibat dalam kerusuhan besar di sebuah demonstrasi. Hubungan asmara mereka berakhir. Nathan berusaha memperjuangkan Salma untuk melanjutkan hubungannya. Sayangnya, waktu Nathan terbuang sia-sia setelah Rebecca memintanya untuk membantu Zanna, yang mengalami pelecehan seksual. Nathan berada dalam posisi sulit, karena ia harus melindungi privasi Zanna dan merahasiakan masalah ini dari semua orang, termasuk Salma. Masalah semakin rumit ketika Salma dekat dengan Afkar, seorang musisi yang telah lama mengidolakan Salma. Nathan tidak pernah berhenti memperjuangkan keadilan untuk Zanna, tetapi pada saat yang sama ia juga tidak ingin kehilangan Salma.","Drama, Romance", ,7.1,2022
2011-09-15,Tarung: City of the Darkness,"Fight: City of Darkness adalah film aksi Indonesia yang dirilis pada 15 September 2011 dan disutradarai oleh Nayato Fio Nuala serta dibintangi oleh Thunder Triyoga dan Volland Humonggio. Kisah ini tentang persahabatan sejati empat pemuda, dalam menghadapi kerasnya kehidupan, dan tantangan masalah yang mereka hadapi. Mereka adalah Reno, Sherina, David, dan Galan.",Action,"persahabatan, seni bela diri, balas dendam, Jakarta Indonesia, narkotika",6.1,2011
2019-01-10,Perjanjian dengan Iblis,"Annisa menikahi Bara, seorang duda dengan seorang putri bernama Lara. Bara mengajak piknik ke pulau yang masih jarang dikunjungi wisatawan, Pulau Bengalor, agar istri dan anaknya bisa saling mengenal. Pulau Bengalor ternyata penuh misteri. Annisa terkejut dengan kemunculan seorang anak yang menyeramkan. Lara juga melihat sosok yang mirip dengan ibu kandungnya yang telah meninggal. Bara tidak percaya cerita Annisa dan Lara. Suasana yang menakutkan dan menegangkan ini justru membuat Lara semakin dekat dengan Annisa. Keduanya bertekad untuk saling melindungi.",Horror, ,5.7,2019
2019-01-10,After Met You,"Ketika seorang remaja populer menerima taruhan rahasia dari teman-temannya, ia menyadari bahwa memenangkan hati seorang teman sekelas yang rajin belajar bukanlah tugas yang mudah.","Romance, Drama", ,6.6,2019
2022-06-30,Ranah 3 Warna,Berdasarkan novel terlaris karya A. Fuadi.,Drama, ,6.9,2022
2019-02-07,The Way I Love You,"Seorang gadis yang belum pernah jatuh cinta jatuh cinta pada seseorang yang dikenalnya secara online. Ketika mereka bertemu di kehidupan nyata, dia mulai menyadari bahwa cinta itu rumit.","Drama, Romance", ,6.2,2019
2022-12-29,Argantara,"Pernikahan usia muda tak pernah terlintas di benak Arga, Arga tidak tahu apa yang dipikirkan orang tuanya, sampai ia terpaksa menikah dengan putra sahabat terbaik ayahnya. Atau sebagai wasiat yang harus dipenuhi ketika Arga berusia delapan belas tahun.","Action, Drama, Romance", ,4.2,2022
2022-01-06,"Cinta Pertama, Kedua & Ketiga","Saat merawat orang tua masing-masing, Asia dan Raja bertemu di rumah sakit dan jatuh cinta, tetapi sebuah rahasia pahit mengubah segalanya.",Drama, ,6.7,2022
1960-01-01,Pedjuang,Didedikasikan untuk para pahlawan yang berjuang demi kemerdekaan tanah air mereka dalam perang pembebasan Indonesia tahun 1947.,"Drama, War",Indonesia,6,1960
2013-06-20,Jokowi,"Film ini dirilis pada 20 Juni 2013, sehari sebelum ulang tahun ke-52 Gubernur Jakarta Joko Widodo, 21 Juni 2013, yang bertepatan dengan peringatan 486 tahun Kota Jakarta. Film ini mengisahkan tentang seorang anak tukang kayu bernama Joko Widodo, yang tinggal di rumah kecil di tepi sungai. Masa kecilnya jauh dari cukup. Namun hal itu tidak mematahkan semangat anak pemburu telur bebek di desa itu untuk melanjutkan sekolah hingga pendidikan tinggi. Kecintaannya pada musik rock yang bertahan hingga ia menjadi pemimpin besar Indonesia di masa depan, mampu memotivasi semangat hidupnya. Kisah cintanya dengan Iriana, seorang gadis sederhana, teman sekolahnya, menjadi penyemangat bagi calon pemimpin tersebut untuk menghadapi berbagai tantangan.","Romance, Drama, History", ,6.2,2013
2019-05-09,Pariban : Idola Dari Tanah Jawa,"Moan adalah seorang pemuda Batak yang telah lama tinggal di Jakarta. Meskipun sudah berusia 37 tahun, ia belum memiliki pacar. Situasi ini membuat ibunya yang tinggal di Samosir pusing dan harus turun tangan. Kemudian memaksa Moan untuk pulang dan menikahi sepupunya, Uli. Tanpa diduga, Uli, yang disebut-sebut sebagai wanita cantik dan mencintai budaya Batak, ternyata sudah memiliki kekasih.","Drama, Comedy",Batak,7.4,2019
2019-05-02,Arwah Noni Belanda,"Di Batavia pada tahun 1834 hiduplah Hellen Van Stolch. Hellen adalah putri tunggal dari seorang tuan tanah keturunan Belanda-Jerman yang memiliki perkebunan besar: Jacob Van Stolch. Kisah tragis yang dialaminya membuat arwahnya tetap tertahan di bumi hingga kini. Suatu hari, kisahnya hadir di alam bawah sadar Sarah Astari, seorang novelis yang sedang mengerjakan cerita horor. Awalnya Sarah tidak mengetahui dimensi tersebut. Ia hanya menganggapnya sebagai mimpi buruk, tetapi kemudian semuanya berubah ketika teror demi teror dilakukan oleh arwah Hellen Van Stolch terhadap Sarah dan keluarganya.",Horror, ,7,2019
1982-08-29,Aladin dan Lampu Wasiat,"Aladin, seorang yatim piatu remaja, menemukan tumpukan harta karun melalui seorang penyihir yang mengaku sebagai kakak laki-laki dari mendiang ayahnya. Di tempat itu, ia menemukan sebuah lampu ajaib.","Fantasy, Romance", ,5.7,1982
2020-09-18,Benyamin Biang Kerok 2,"Pengki berhasil menyelinap masuk ke rumah Bos Mafia, yang kemudian melarikan diri dengan sebuah liontin dan juga bukti berupa daftar perdagangan wanita.","Comedy, Drama", ,6.4,2020
2020-09-25,Warkop DKI Reborn 4,"Dono, Kasino, dan Indro dijatuhi hukuman di pusat kota, tetapi berhasil melarikan diri ke Marrakesh di mana mereka bertemu Yosef, yang mengendalikan jaringan mata-mata anak-anak.","Action, Adventure, Comedy", ,3.7,2020
2011-12-10,Negeri di Bawah Kabut,"Dalam irama perjalanan visual yang lambat, ""The Land Beneath the Fog"" (Tanah di Bawah Kabut) mengamati secara intim hubungan keluarga di Genikan, sebuah desa di lereng Gunung Merbabu. Sebuah komunitas yang tenang menghadapi perubahan tanpa memahami mengapa hal itu terjadi. Sebagai komunitas petani yang bergantung pada sistem kalender Jawa tradisional untuk membaca musim, mereka menjadi bingung dengan perubahan musim yang dramatis. Menggambarkan kehidupan di ambang kepunahan, film dokumenter ini menawarkan wawasan mendalam tentang masyarakat yang tak terlihat dan terpinggirkan yang berjuang keras di bawah keberadaan mereka yang terselubung.",Documentary, ,7.9,2011
2019-06-04,Single: Part 2,"Ebi belum pernah berpacaran sekali pun sepanjang hidupnya. Kini, di ulang tahunnya yang ke-30, ia bertekad untuk mencari pacar, tetapi ia sama sekali tidak tahu bagaimana caranya.","Comedy, Romance", ,6.2,2019
2020-10-30,Denting Kematian,"Seorang mahasiswi menerima kotak musik sebagai hadiah ulang tahunnya, dan serangkaian peristiwa mengerikan pun dimulai. Seorang teman meninggal dalam kecelakaan, yang lain tenggelam di kolam renang.",Horror, ,4.5,2020
2018-11-29,Arwah Tumbal Nyai: Part Nyai,"Setelah kematian neneknya, Rosmalina merasa ada makhluk gaib yang tinggal di rumahnya. Reno, pacar Rosmalina, menyuruhnya pindah ke rumah lain. Setelah pindah, ternyata makhluk gaib itu datang ke bioskop tempat Rosmalina bekerja dan selalu menerornya. Akhirnya Rosmalina tahu bahwa makhluk gaib yang selalu menerornya itu berhubungan dekat dengan Nayla, putrinya. Rosmalina meminta Nayla untuk mengusir makhluk gaib itu, tetapi Nayla marah dan menolak untuk berpisah.",Horror, ,7.5,2018
1985-07-16,Kesempatan Dalam Kesempitan,"Dono bekerja di sebuah agen rokok. Kasino bekerja di bengkel mobil. Mereka menyarankan Indro untuk bekerja di rumah kos Tina dan Santi. Komedi terjadi ketika pacar Indro dan ayahnya berkunjung. Indro harus mengatur tempat tinggal Tina dan Santi agar dia tidak dicurigai. Komedi semakin memanas ketika ibu Santi yang fanatik juga berkunjung. Kemudian Kasino mengantar pacar Dono dan mobilnya mengalami kecelakaan. Mobil tersebut berhasil dijual, tetapi pembeli menuntut uangnya kembali. Dono harus bertinju dengan pembeli tersebut.",Comedy,warkop dki,6.9,1985
2018-11-01,The Returning,"Seorang suami dinyatakan hilang saat mengalami kecelakaan panjat tebing. Kemudian, ia kembali ke rumah dan hal-hal aneh mulai terjadi di sekitar rumah.","Horror, Drama", ,6.7,2018
2015-07-30,99% Muhrim - Get Married 5,"Ketika Mae dan Sophie kembali memeluk agama karena takut akan kehidupan setelah kematian, semua orang di sekitar mereka panik.","Comedy, Drama", ,7.5,2015
2000-01-01,Dewi Mayangsari,Sebuah adaptasi dari cerita rakyat Indonesia tentang seorang putri surgawi yang diasingkan dan dua saudara yang saling bermusuhan.,"Action, Adventure, Animation, Fantasy", ,2.4,2000
2014-04-10,Cherrybelle's: Crush,"Sebuah girl band terkenal diminta oleh produser mereka untuk membuat koreografi baru guna meningkatkan citra mereka. Manajemen mereka mengontrak koreografer tari baru, Andre, seorang koreografer tari yang tampan dan terkenal. Penampilan Andre yang tampan dan karismatik menyebabkan semua anggota Cherrybelle kehilangan konsentrasi, terutama Kezia. Andre sangat kecewa dan memutuskan untuk pergi. Sementara itu, Angel bergumul dengan masalahnya sendiri. Kakaknya, Karen, menyulitkan Angel karena membuang-buang waktunya dengan ""Circus"". Angel sangat marah dan depresi. Kekalahan dalam tantangan tari membuat para gadis bertekad untuk menemukan Andre dan membujuknya untuk kembali. Dalam perjalanan mereka, mereka menyadari bahwa kelemahan mereka adalah mereka tidak pernah mengekspresikan, memproyeksikan, dan menikmati perasaan mereka untuk menemukan jiwa menari.","Drama, Music", ,4.7,2014
2021-04-08,Preman,"Seorang penjahat tuna rungu dengan masa lalu traumatis dan putranya harus berjuang keluar dari desa kecil mereka di Indonesia setelah menyaksikan pembunuhan mengerikan, yang mempertemukan sang gangster dengan kelompok mafia yang mempekerjakannya.","Drama, Crime, Action", ,5.5,2021
2023-08-17,Catatan si Boy,"Si cowok, seorang mahasiswa yang sempurna: sangat tampan, sangat kaya, sangat menawan, dan diberkahi dengan hati yang lembut. Tidak heran jika banyak mahasiswi ingin menjadi pacar si cowok.","Drama, Romance", ,5.3,2023
2019-03-07,Reva: Guna Guna,"Reva, seorang mahasiswi yang ceria, tiba-tiba berubah setelah ulang tahunnya yang ke-21. Reva menjadi murung dan tidak ingin bergaul. Kemudian di rumahnya, ibu dan dua adik perempuannya dibunuh secara sadis. Reva dinyatakan sebagai pembunuh dan direhabilitasi di rumah sakit jiwa. Devi, sahabat Reva, tidak mempercayai hal ini dan merasa ada sesuatu yang aneh tentang Reva. Di rumah sakit, Reva diteror oleh makhluk gaib yang mengerikan. Dokter Karina, bibi Reva, selalu meyakinkannya bahwa itu hanyalah halusinasi Reva. Namun, makhluk gaib itu terus muncul dan mencoba membunuh Reva. Dari makhluk gaib yang diselundupkan ke rumah sakit jiwa, terungkap bahwa makhluk gaib itu dikirim untuk membunuh Reva. Reva dan Devi mencoba mencari tahu siapa dan makhluk gaib apa yang dikirim untuk membunuh Reva. Dari makhluk gaib ini terungkap siapa yang membunuh ibu dan saudara perempuan Reva.","Horror, Thriller", ,5.8,2019
2015-11-05,Kakak,"Adi dan Kirana bertemu dengan kehadiran aneh di rumah baru mereka. Ketika Kirana hamil, keadaan berubah karena kehadiran tersebut mulai meneror keluarga mereka.",Horror, ,6.5,2015
